23:40:38 Log started
23:40:42 Loading string: SetGUIElem("btnContinue", "AddSignal", GUI_SGN_CONTINUE_GAME, MENU_CHARACTER, 0);
23:40:42 Loading string: y = y + 20;
23:40:42 Loading string: NewGUIElem("GUIButton", "btnReturn");
23:40:42 Loading string: SetGUIElem("btnReturn", "X", x);
23:40:42 Loading string: SetGUIElem("btnReturn", "Y", y);
23:40:42 Loading string: SetGUIElem("btnReturn", "Width", 155);
23:40:42 Loading string: SetGUIElem("btnReturn", "Height", 9);
23:40:42 Loading string: SetGUIElem("btnReturn", "Color", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("btnReturn", "Visible", 0);
23:40:42 Loading string: SetGUIElem("btnReturn", "Caption", "RETURN TO MAIN MENU");
23:40:42 Loading string: SetGUIElem("btnReturn", "CaptionX", 0);
23:40:42 Loading string: SetGUIElem("btnReturn", "CaptionY", 0);
23:40:42 Loading string: SetGUIElem("btnReturn", "CaptionFont", "default");
23:40:42 Loading string: SetGUIElem("btnReturn", "CaptionColor", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("btnReturn", "SelectedCaptionColor", 120, 88, 150, 255);
23:40:42 Loading string: SetGUIElem("btnReturn", "PressedCaptionColor", 69, 46, 90, 255);
23:40:42 Loading string: SetGUIElem("btnReturn", "Group", MENU_GAME);
23:40:42 Loading string: SetGUIElem("btnReturn", "AddSignal", GUI_SGN_EXIT_GAME, 0, 0);
23:40:42 Loading string: SetGUIElem("btnReturn", "AddSignal", GUI_SGN_OPEN_GROUP, MENU_MAIN, 0);
23:40:42 Loading string: Load("scripts/menu_2bc.txt");
23:40:42 Loading file: scripts/menu_2bc.txt
23:40:42 Loading string: NewGUIElem("GUIVidget", "vdgMainScreen2");
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Width", 1024);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Height", 512);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "X", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Y", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Color", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Texture", "win_screen");
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Visible", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "PatternCount", 1);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "CurrentPattern", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen2", "Group", MENU_2BCONTINUED);
23:40:42 Loading string: NewGUIElem("GUIButton", "btnRet");
23:40:42 Loading string: SetGUIElem("btnRet", "X", 280);
23:40:42 Loading string: SetGUIElem("btnRet", "Y", 300);
23:40:42 Loading string: SetGUIElem("btnRet", "Width", 55);
23:40:42 Loading string: SetGUIElem("btnRet", "Height", 9);
23:40:42 Loading string: SetGUIElem("btnRet", "Color", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("btnRet", "Visible", 0);
23:40:42 Loading string: SetGUIElem("btnRet", "Caption", "TO MENU");
23:40:42 Loading string: SetGUIElem("btnRet", "CaptionX", 0);
23:40:42 Loading string: SetGUIElem("btnRet", "CaptionY", 0);
23:40:42 Loading string: SetGUIElem("btnRet", "CaptionFont", "default");
23:40:42 Loading string: SetGUIElem("btnRet", "CaptionColor", 181, 181, 181, 255);
23:40:42 Loading string: SetGUIElem("btnRet", "SelectedCaptionColor", 120, 88, 150, 255);
23:40:42 Loading string: SetGUIElem("btnRet", "PressedCaptionColor", 69, 46, 90, 255);
23:40:42 Loading string: SetGUIElem("btnRet", "Group", MENU_2BCONTINUED);
23:40:42 Loading string: SetGUIElem("btnRet", "AddSignal", GUI_SGN_OPEN_GROUP, MENU_MAIN, 0);
23:40:42 Loading string: Load("scripts/menu_gameover.txt");
23:40:42 Loading file: scripts/menu_gameover.txt
23:40:42 Loading string: NewGUIElem("GUIVidget", "vdgMainScreen3");
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Width", 1024);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Height", 512);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "X", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Y", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Color", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Texture", "fail_screen");
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Visible", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "PatternCount", 1);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "CurrentPattern", 0);
23:40:42 Loading string: SetGUIElem("vdgMainScreen3", "Group", MENU_FAILURE);
23:40:42 Loading string: NewGUIElem("GUIButton", "btnRet2");
23:40:42 Loading string: SetGUIElem("btnRet2", "X", 280);
23:40:42 Loading string: SetGUIElem("btnRet2", "Y", 300);
23:40:42 Loading string: SetGUIElem("btnRet2", "Width", 80);
23:40:42 Loading string: SetGUIElem("btnRet2", "Height", 9);
23:40:42 Loading string: SetGUIElem("btnRet2", "Color", 255, 255, 255, 255);
23:40:42 Loading string: SetGUIElem("btnRet2", "Visible", 0);
23:40:42 Loading string: SetGUIElem("btnRet2", "Caption", "THANKS, CAP!");
23:40:42 Loading string: SetGUIElem("btnRet2", "CaptionX", 0);
23:40:42 Loading string: SetGUIElem("btnRet2", "CaptionY", 0);
23:40:42 Loading string: SetGUIElem("btnRet2", "CaptionFont", "default");
23:40:42 Loading string: SetGUIElem("btnRet2", "CaptionColor", 181, 181, 181, 255);
23:40:42 Loading string: SetGUIElem("btnRet2", "SelectedCaptionColor", 120, 88, 150, 255);
23:40:42 Loading string: SetGUIElem("btnRet2", "PressedCaptionColor", 69, 46, 90, 255);
23:40:42 Loading string: SetGUIElem("btnRet2", "Group", MENU_FAILURE);
23:40:42 Loading string: SetGUIElem("btnRet2", "AddSignal", GUI_SGN_OPEN_GROUP, MENU_MAIN, 0);
23:40:44 ----------------
23:40:44 Creating game...
23:40:44 Initting game...
23:40:44 Loading file: scripts/start.txt
23:40:44 Loading string: FreeAllVar();
23:40:44 Loading string: LoadLevel("levels/xmas_level.bin");
23:40:44 Loading string: SetWorldMaxX(1570);
23:40:44 Loading string: SetWorldMinX(0);
23:40:44 Loading string: string(btard)="btard";
23:40:44 Loading string: string(slowpoke)="slowpoke";
23:40:44 Loading string: string(score)="pwr_score";
23:40:44 Loading string: string(health)="pwr_health";
23:40:44 Loading string: string(ammo)="pwr_ammo";
23:40:44 Loading string: int(btard_health)=50;
23:40:44 Loading string: StartWeather("snow", 6000);
23:40:44 Starting weather: "snow"
23:40:44 Starting weather: snow (power: 6000)
23:40:44 Creating particles...
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_TIME_ELAPSED, 1, 1, EVENT_ACTION_START_DIALOG, 2, 's_dialog_1');
23:40:44 Added event 1
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_TIME_ELAPSED, 1, 0, EVENT_ACTION_SET_AI, 1, "");
23:40:44 Added event 2
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_TIME_ELAPSED, 3, 0, EVENT_ACTION_MUSIC_PLAY, 1, 'iie_lab');
23:40:44 Added event 3
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 0, EVENT_ACTION_START_QUAKE, 10, "");
23:40:44 Added event 4
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 0, EVENT_ACTION_SOUND_PLAY, 0, 'explosion');
23:40:44 Added event 5
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_STOP_QUAKE, 0, '');");
23:40:44 Added event 6
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_MUSIC_PLAY, 1, 'iie_boss');");
23:40:44 Added event 7
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_HERO_SAY, 0, 'What was THAT?!');");
23:40:44 Added event 8
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(btard, 1533, 330, btard_health);');");
23:40:44 Added event 9
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(btard, 438, 330, btard_health);');");
23:40:44 Added event 10
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(slowpoke, 1580, 330, 100);');");
23:40:44 Added event 11
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(slowpoke, 1620, 330, 100);');");
23:40:44 Added event 12
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(slowpoke, 408, 330, 100);');");
23:40:44 Added event 13
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1,  EVENT_ACTION_EXEC_OSL_STRING, 0,  "CreateEvent(EVENT_CONDITION_PERIOD, 1, 1,  EVENT_ACTION_EXEC_OSL_STRING, 1, 'CreateEnemy(slowpoke, 458, 330, 100);');");
23:40:44 Added event 14
23:40:44 Loading string: string(spawn1_1)="CreateEvent(EVENT_CONDITION_PERIOD, 6, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, 1583, 330, btard_health);');";
23:40:44 Loading string: string(spawn1_2)="CreateEvent(EVENT_CONDITION_PERIOD, 10, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, -114, 330, btard_health);');";
23:40:44 Loading string: string(spawn1_3)="CreateEvent(EVENT_CONDITION_PERIOD, 6, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, -90, 330, btard_health);');";
23:40:44 Loading string: string(spawn1_4)="CreateEvent(EVENT_CONDITION_PERIOD, 13, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, -114, 330, 100);');";
23:40:44 Loading string: string(spawn1_5)="CreateEvent(EVENT_CONDITION_PERIOD, 10, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, 1583, 330, 100);');";
23:40:44 Loading string: string(spawn1_6)="CreateEvent(EVENT_CONDITION_PERIOD, 15, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, 1583, 330, 100);');";
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 5, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_1);");
23:40:44 Added event 15
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 2, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_2);");
23:40:44 Added event 16
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 5, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_3);");
23:40:44 Added event 17
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 5, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_4);");
23:40:44 Added event 18
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 2, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_5);");
23:40:44 Added event 19
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 2, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_6);");
23:40:44 Added event 20
23:40:44 Loading string: string(spawnp_1)="CreateEvent(EVENT_CONDITION_PERIOD, 5, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreatePowerup(score,100, 1022, 396);');";
23:40:44 Loading string: string(spawnp_2)="CreateEvent(EVENT_CONDITION_PERIOD, 13, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreatePowerup(ammo, 10,  1077, 397);');";
23:40:44 Loading string: string(spawnp_3)="CreateEvent(EVENT_CONDITION_PERIOD, 25, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreatePowerup(health, 5, 1077, 397);');";
23:40:44 Loading string: string(spawns_1)="CreateEvent(EVENT_CONDITION_PERIOD, 5, 0, EVENT_ACTION_SOUND_PLAY, 0, 'item_appear');";
23:40:44 Loading string: string(spawns_2)="CreateEvent(EVENT_CONDITION_PERIOD, 13, 0, EVENT_ACTION_SOUND_PLAY, 0, 'item_appear');";
23:40:44 Loading string: string(spawns_3)="CreateEvent(EVENT_CONDITION_PERIOD, 25, 0, EVENT_ACTION_SOUND_PLAY, 0, 'health_appear');";
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawnp_1);");
23:40:44 Added event 21
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawnp_2);");
23:40:44 Added event 22
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawnp_3);");
23:40:44 Added event 23
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawns_1);");
23:40:44 Added event 24
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawns_2);");
23:40:44 Added event 25
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 8, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawns_3);");
23:40:44 Added event 26
23:40:44 Loading string: string(saystr)="CreateEvent(EVENT_CONDITION_PERIOD, 1, 1, EVENT_ACTION_HERO_SAY, 2, 'Where do they keep coming from?!');";
23:40:44 Loading string: string(spawn2_1)="CreateEvent(EVENT_CONDITION_PERIOD, 5, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, -114, 330, btard_health);');";
23:40:44 Loading string: string(spawn2_2)="CreateEvent(EVENT_CONDITION_PERIOD, 8, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, 1583, 330, btard_health);');";
23:40:44 Loading string: string(spawn2_3)="CreateEvent(EVENT_CONDITION_PERIOD, 6, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, -114, 330, 100);');";
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 63, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, saystr);");
23:40:44 Added event 27
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 955, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 63, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn2_1);");
23:40:44 Added event 28
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 955, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 63, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn2_2);");
23:40:44 Added event 29
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 955, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 63, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn2_3);");
23:40:44 Added event 30
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_START_QUAKE, 10, '');");
23:40:44 Added event 31
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_SOUND_PLAY, 10, 'explosion');");
23:40:44 Added event 32
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 107, 1, EVENT_ACTION_STOP_QUAKE, 10, '');");
23:40:44 Added event 33
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 107, 1, EVENT_ACTION_HERO_SAY, 2, 'OH SHI~...!');");
23:40:44 Added event 34
23:40:44 Loading string: string(spawn3_1)="CreateEvent(EVENT_CONDITION_PERIOD, 1, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, 1583, 330, btard_health);');";
23:40:44 Loading string: string(spawn3_2)="CreateEvent(EVENT_CONDITION_PERIOD, 2, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(btard, -114, 330, btard_health);');";
23:40:44 Loading string: string(spawn3_3)="CreateEvent(EVENT_CONDITION_PERIOD, 2, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, -90, 330, 100);');";
23:40:44 Loading string: string(spawn3_4)="CreateEvent(EVENT_CONDITION_PERIOD, 2, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, -114, 330, 100);');";
23:40:44 Loading string: string(spawn3_5)="CreateEvent(EVENT_CONDITION_PERIOD, 1, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, 1583, 330, 100);');";
23:40:44 Loading string: string(spawn3_6)="CreateEvent(EVENT_CONDITION_PERIOD, 2, 0, EVENT_ACTION_EXEC_OSL_STRING, 0, 'CreateEnemy(slowpoke, 1583, 330, 100);');";
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_1);");
23:40:44 Added event 35
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_2);");
23:40:44 Added event 36
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_3);");
23:40:44 Added event 37
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_4);");
23:40:44 Added event 38
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_5);");
23:40:44 Added event 39
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 963, 1, EVENT_ACTION_EXEC_OSL_STRING, 0, "CreateEvent(EVENT_CONDITION_PERIOD, 105, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, spawn1_6);");
23:40:44 Added event 40
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 123, 1, EVENT_ACTION_SET_AI, 0, '');");
23:40:44 Added event 41
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 123, 1, EVENT_ACTION_DISABLE_KEYBOARD, 1, '');");
23:40:44 Added event 42
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 123, 1, EVENT_ACTION_START_DIALOG, 2, 's_dialog_2');");
23:40:44 Added event 43
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 127, 1, EVENT_ACTION_EXEC_OSL_STRING, 2, 'ShowMenu(MENU_2BCONTINUED);');");
23:40:44 Added event 44
23:40:44 Loading string: CreateEvent(EVENT_CONDITION_HERO_X_GR, 970, 1, EVENT_ACTION_EXEC_OSL_STRING, 1, "CreateEvent(EVENT_CONDITION_PERIOD, 127, 1, EVENT_ACTION_EXEC_OSL_STRING, 2, 'TerminateGame();');");
23:40:44 Added event 45
23:40:48 Destroying game...
23:40:48 Stopping weather...
23:40:49 Finished logging
